sortie,phase,phase_index,start,end,mode,relay_sortie,margin_lower_db,proof,status
T012,cruise,5,3051.0,3453.322601971812,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T012,descent,6,3453.322601971812,3545.081641278453,direct,,27.67445965789763,obstruction_upper_bound,PASS
T013,climb,0,2235.0,2314.9529561360678,direct,,25.102895398396285,obstruction_upper_bound,PASS
T013,cruise,1,2314.9529561360678,2855.5837550468827,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,descent,2,2855.5837550468827,2894.2473024101637,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,handoff,3,2894.247302410164,3051.0,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,handoff,3,3051.0,3134.247302410164,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,climb,4,3134.247302410164,3166.466925212899,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,cruise,5,3166.466925212899,3707.0977241237133,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T013,descent,6,3707.0977241237133,3803.041271486995,direct,,25.102895398396285,obstruction_upper_bound,PASS
T014,climb,0,2543.0,2609.236962890625,direct,,26.90275487714976,obstruction_upper_bound,PASS
T014,cruise,1,2609.236962890625,3051.0,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,cruise,1,3051.0,3051.071363532149,relay,R001,2.545036320054585,independent_swept_cells,PASS
T014,descent,2,3051.071363532149,3103.635719000899,relay,R001,2.519850895170171,independent_swept_cells,PASS
T014,handoff,3,3103.635719000899,3313.635719000899,relay,R001,2.519850895170171,independent_swept_cells,PASS
T014,climb,4,3313.635719000899,3370.5712455308467,relay,R001,2.519850895170171,independent_swept_cells,PASS
T014,cruise,5,3370.5712455308467,3588.613749284754,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,descent,6,3588.613749284754,3643.6163811206916,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,handoff,7,3643.6163811206916,3823.6163811206916,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,climb,8,3823.6163811206916,3880.2627698739466,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,cruise,9,3880.2627698739466,4525.733748436611,relay,R002,0.28939259213529667,independent_swept_cells,PASS
T014,descent,10,4525.733748436611,4633.949414940516,direct,,23.968262608738186,obstruction_upper_bound,PASS
T015,climb,0,390.0,492.6455118815104,direct,,22.759839664518097,obstruction_upper_bound,PASS
T015,cruise,1,492.6455118815104,731.0,direct,,0.8510806999622158,obstruction_upper_bound,PASS
T015,cruise,1,731.0,802.0,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,cruise,1,802.0,811.207731972695,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,descent,2,811.207731972695,844.8223462305075,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,handoff,3,844.8223462305075,1084.8223462305075,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,climb,4,1084.8223462305075,1112.8345247786847,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,cruise,5,1112.8345247786847,1431.3967448698693,relay,R003,0.7188306771577473,independent_swept_cells,PASS
T015,descent,6,1431.3967448698693,1554.5713591276817,direct,,22.759839664518097,obstruction_upper_bound,PASS
T016,climb,0,4994.0,5060.236962890625,direct,,26.902754877149746,obstruction_upper_bound,PASS
T016,cruise,1,5060.236962890625,5502.071363532149,relay,R001,2.5447792394582844,independent_swept_cells,PASS
T016,descent,2,5502.071363532149,5554.6357190008985,relay,R001,2.519850895170171,independent_swept_cells,PASS
T016,handoff,3,5554.6357190008985,5764.6357190008985,relay,R001,2.519850895170171,independent_swept_cells,PASS
T016,climb,4,5764.6357190008985,5808.43934855819,relay,R001,2.519850895170171,independent_swept_cells,PASS
T016,cruise,5,5808.43934855819,5847.0,relay,R001,2.545036320054585,independent_swept_cells,PASS
T016,cruise,5,5847.0,5912.0,relay,R001,3.2405756599197417,independent_swept_cells,PASS
T016,cruise,5,5912.0,6081.136874599857,direct,,9.768371160687368,independent_swept_cells,PASS
T016,cruise,5,6081.136874599857,6250.273749199714,direct,,5.763840058487611,obstruction_upper_bound,PASS
T016,descent,6,6250.273749199714,6329.7581046684645,direct,,26.902754877149746,obstruction_upper_bound,PASS
